rank,lat,lon,returns,dwell,nscen,d_fixed_m,fixed_class,d_radar_m,d_shore_m,d_aid_m,d_ownship_m,d_ais_m,in_coverage,in_moorarea,class
1195,42.371991,-71.061212,3,0.759,1,135.6,SLCONS,135.6,135.6,1273.5,553.6,496.0,1,0,KEEP_INCOV_UNCHARTED
1196,42.372588,-71.057020,3,0.759,1,5.9,SLCONS,5.9,5.9,935.9,273.5,252.6,1,0,SUPPRESS_CHARTED
1197,42.373422,-71.058427,3,0.759,1,97.1,BUISGL,97.1,134.1,1065.5,421.2,395.3,1,0,UNKNOWN_INCOV
1198,42.374423,-71.059675,3,0.759,1,230.7,LNDMRK,230.7,64.2,1191.9,572.2,546.4,1,0,UNKNOWN_INCOV
1199,42.374967,-71.060247,3,0.759,1,157.8,LNDMRK,157.8,3.8,1254.5,648.1,623.0,1,0,SUPPRESS_CHARTED
1200,42.375611,-71.056885,3,0.759,1,221.1,BUISGL,221.1,68.0,1025.6,553.8,564.7,0,0,UNKNOWN_OUTCOV
1201,42.372443,-71.055135,3,0.823,1,15.8,SLCONS,15.8,15.8,780.3,173.6,200.6,1,0,SUPPRESS_CHARTED
1202,42.377318,-71.053870,3,0.695,1,57.2,BUISGL,57.2,257.8,932.5,609.8,686.2,0,0,UNKNOWN_OUTCOV
1203,42.372015,-71.053523,3,0.759,1,7.1,SLCONS,53.9,53.9,643.3,140.9,217.0,1,0,UNKNOWN_INCOV
1204,42.372405,-71.053025,3,0.759,1,6.9,SLCONS,6.9,6.9,608.4,199.9,276.6,1,0,SUPPRESS_CHARTED
1205,42.373942,-71.051810,3,0.251,2,8.0,BUISGL,8.0,88.2,570.0,397.3,470.6,1,0,SUPPRESS_CHARTED
1206,42.374385,-71.051132,3,0.759,2,2.5,BUISGL,2.5,43.2,549.4,404.2,544.0,1,0,SUPPRESS_CHARTED
1207,42.372003,-71.051460,3,0.759,1,8.4,SLCONS,8.4,8.4,474.6,273.4,357.8,1,0,SUPPRESS_CHARTED
1208,42.372811,-71.049663,3,0.759,2,8.4,SLCONS,8.4,8.4,355.8,422.4,529.9,1,0,SUPPRESS_CHARTED
1209,42.365227,-71.057811,3,0.759,1,193.3,BUISGL,193.3,300.3,1079.0,677.8,606.7,1,0,KEEP_INCOV_UNCHARTED
1210,42.364279,-71.058855,3,0.759,1,244.7,BUISGL,244.7,349.4,1085.0,808.9,735.0,1,0,KEEP_INCOV_UNCHARTED
1211,42.372174,-71.059634,3,0.759,1,87.1,BUISGL,87.1,88.5,1145.1,434.7,384.4,1,0,UNKNOWN_INCOV
1212,42.372612,-71.062101,3,0.759,1,236.0,SLCONS,236.0,236.0,1351.1,642.4,588.8,1,0,KEEP_INCOV_UNCHARTED
1213,42.372457,-71.056302,3,0.823,1,3.0,SLCONS,3.0,3.0,875.6,223.2,213.7,1,0,SUPPRESS_CHARTED
1214,42.373031,-71.053908,3,0.759,1,6.2,SLCONS,6.2,6.2,694.0,234.9,292.1,1,0,SUPPRESS_CHARTED
1215,42.375121,-71.053290,3,0.759,1,14.6,BUISGL,14.6,14.1,741.8,472.7,526.7,0,0,SUPPRESS_CHARTED
1216,42.378806,-71.052105,3,0.759,1,49.4,BUISGL,49.4,106.0,862.6,500.0,468.7,0,0,SUPPRESS_CHARTED
1217,42.373805,-71.051217,3,0.083,2,36.2,BUISGL,36.2,39.1,520.1,414.4,491.7,1,0,SUPPRESS_CHARTED
1218,42.373603,-71.051128,3,0.251,2,25.4,SLCONS,25.4,25.4,502.8,402.4,481.3,1,0,SUPPRESS_CHARTED
1219,42.371770,-71.051265,3,0.759,1,4.0,SLCONS,4.0,4.0,456.1,278.6,362.7,1,0,SUPPRESS_CHARTED
1220,42.373536,-71.046554,3,0.695,2,151.2,PONTON,151.2,155.4,239.1,262.0,762.4,1,0,KEEP_INCOV_UNCHARTED
1221,42.373112,-71.045375,3,0.379,2,47.7,SLCONS,47.7,47.7,184.3,326.5,701.9,1,0,SUPPRESS_CHARTED
1222,42.369281,-71.051198,3,0.695,1,2.1,SLCONS,2.1,2.1,511.4,327.4,377.3,1,0,SUPPRESS_CHARTED
1223,42.368798,-71.054538,3,0.695,1,11.0,SLCONS,11.0,11.0,782.6,229.1,197.2,1,0,SUPPRESS_CHARTED
1224,42.367707,-71.054531,3,0.695,1,60.3,BUISGL,60.3,128.2,835.9,350.4,312.0,1,0,UNKNOWN_INCOV
1225,42.366072,-71.058594,3,0.759,1,79.4,BUISGL,79.4,186.5,1189.3,623.0,544.6,1,0,UNKNOWN_INCOV
1226,42.366522,-71.063910,3,0.759,1,67.5,BUISGL,67.5,196.6,1569.3,900.7,813.5,1,0,UNKNOWN_INCOV
1227,42.370385,-71.064330,3,0.759,1,96.8,PYLONS,96.8,106.0,1533.1,797.0,723.2,1,0,UNKNOWN_INCOV
1228,42.370112,-71.065779,3,0.759,1,87.2,SLCONS,87.2,87.2,1654.4,918.2,843.0,1,0,UNKNOWN_INCOV
1229,42.372276,-71.055771,3,0.507,1,8.1,SLCONS,8.1,8.1,829.9,181.0,183.0,1,0,SUPPRESS_CHARTED
1230,42.375658,-71.059678,3,0.759,1,117.3,LNDMRK,117.3,73.2,1236.9,674.4,657.8,0,0,UNKNOWN_OUTCOV
1231,42.373483,-71.056902,3,0.759,1,84.4,SLCONS,84.4,84.4,944.8,344.2,337.8,1,0,UNKNOWN_INCOV
1232,42.374237,-71.052996,3,0.759,1,67.4,BUISGL,67.4,77.2,671.5,384.1,445.4,1,0,UNKNOWN_INCOV
1233,42.376538,-71.052056,3,0.759,1,33.2,BUISGL,33.2,171.0,766.3,448.2,653.4,0,0,SUPPRESS_CHARTED
1234,42.373548,-71.053230,3,0.759,1,12.8,SLCONS,12.8,12.8,658.1,305.3,368.6,1,0,SUPPRESS_CHARTED
1235,42.372637,-71.046655,3,0.695,1,120.8,SLCONS,120.8,120.8,150.0,361.9,666.8,1,0,KEEP_INCOV_UNCHARTED
1236,42.373090,-71.044878,3,0.379,2,11.4,SLCONS,11.4,11.4,192.7,344.0,697.3,1,0,SUPPRESS_CHARTED
1237,42.369005,-71.043507,3,0.759,1,11.5,SLCONS,11.5,18.5,329.7,644.6,261.2,1,0,SUPPRESS_CHARTED
1238,42.368537,-71.057005,3,0.759,1,8.0,BUISGL,8.0,29.0,982.5,322.6,241.6,1,0,SUPPRESS_CHARTED
1239,42.366163,-71.059743,3,0.759,1,26.8,BUISGL,26.8,128.5,1267.7,669.0,586.1,1,0,SUPPRESS_CHARTED
1240,42.368176,-71.062405,3,0.759,1,16.8,SLCONS,16.8,16.8,1418.5,703.5,617.6,1,0,SUPPRESS_CHARTED
1241,42.373387,-71.056040,3,0.571,1,19.5,DRYDOC,19.5,99.1,873.5,298.9,308.5,1,0,SUPPRESS_CHARTED
1242,42.372255,-71.054502,3,0.507,1,10.8,SLCONS,10.8,10.8,726.1,143.9,193.3,1,0,SUPPRESS_CHARTED
1243,42.372656,-71.054509,3,0.507,1,9.4,SLCONS,9.4,9.4,733.3,188.5,234.9,1,0,SUPPRESS_CHARTED
1244,42.375721,-71.045179,3,0.443,2,132.1,SLCONS,165.8,232.0,474.3,122.8,505.1,0,0,UNKNOWN_OUTCOV
1245,42.365889,-71.047854,3,0.695,1,79.5,SLCONS,96.8,98.6,645.3,351.5,280.8,1,0,UNKNOWN_INCOV
1246,42.373271,-71.054264,3,0.507,1,14.1,SLCONS,14.1,14.1,729.2,257.6,306.2,1,0,SUPPRESS_CHARTED
1247,42.374297,-71.045392,3,0.146,2,121.1,SLCONS,139.7,139.7,315.0,205.4,660.3,1,0,KEEP_INCOV_UNCHARTED
1248,42.376211,-71.061178,3,0.507,1,35.7,LNDMRK,35.7,134.7,1347.5,801.0,778.9,0,0,SUPPRESS_CHARTED
1249,42.373808,-71.051551,3,0.443,2,11.3,BUISGL,11.3,65.0,544.2,397.4,473.1,1,0,SUPPRESS_CHARTED
1250,42.367548,-71.048196,3,0.507,1,107.2,SLCONS,107.2,107.2,481.4,523.5,300.1,1,0,KEEP_INCOV_UNCHARTED
1251,42.367487,-71.061510,3,0.507,1,17.9,DAMCON,17.9,52.9,1370.4,676.9,589.6,1,0,SUPPRESS_CHARTED
1252,42.378706,-71.051449,3,0.146,2,6.4,BUISGL,6.4,93.0,878.1,445.0,435.3,0,0,SUPPRESS_CHARTED
1253,42.374005,-71.050833,3,0.146,2,10.3,SLCONS,10.3,10.3,505.1,402.3,529.7,1,0,SUPPRESS_CHARTED
1254,42.373313,-71.045360,3,0.444,2,57.1,SLCONS,57.1,57.1,206.6,305.9,724.0,1,0,UNKNOWN_INCOV
1255,42.371966,-71.049525,3,0.507,1,5.4,PONTON,5.4,11.5,316.7,421.7,505.3,1,0,SUPPRESS_CHARTED
1256,42.375141,-71.052379,3,0.443,2,9.5,BUISGL,9.5,15.7,681.7,477.6,558.0,0,0,SUPPRESS_CHARTED
1257,42.376251,-71.045179,3,0.021,2,171.5,SLCONS,184.0,205.5,532.9,113.3,450.7,0,0,UNKNOWN_OUTCOV
1258,42.375774,-71.051834,3,0.125,2,4.3,BUISGL,4.3,86.1,692.9,425.7,641.0,0,0,SUPPRESS_CHARTED
1259,42.374870,-71.047911,3,0.208,2,7.0,PONTON,7.0,77.9,417.9,153.4,696.9,1,0,SUPPRESS_CHARTED
1260,42.377339,-71.047601,3,0.094,2,2.7,SLCONS,2.7,2.7,670.0,107.3,453.8,0,0,SUPPRESS_CHARTED
1261,42.378062,-71.051965,3,0.031,2,5.2,BUISGL,5.2,176.2,894.0,473.8,516.0,0,0,SUPPRESS_CHARTED
1262,42.377613,-71.051993,3,0.250,2,8.3,BUISGL,8.3,214.5,854.8,466.1,554.7,0,0,SUPPRESS_CHARTED
1263,42.373356,-71.046700,3,0.010,2,148.6,PONTON,148.6,159.3,223.9,282.0,745.4,1,0,KEEP_INCOV_UNCHARTED
1264,42.360918,-71.089195,3,0.750,1,523.1,BUISGL,523.1,529.1,3409.4,314.4,2960.9,1,0,KEEP_INCOV_UNCHARTED
1265,42.354857,-71.087940,3,0.575,1,421.1,SLCONS,421.1,420.0,3330.7,309.4,3144.2,1,0,KEEP_INCOV_UNCHARTED
1266,42.360020,-71.081940,3,0.576,1,44.3,PONTON,44.3,48.9,2808.8,234.7,2458.7,1,0,SUPPRESS_CHARTED
1267,42.357367,-71.087416,3,0.124,2,479.2,SLCONS,479.2,377.0,3261.0,40.8,2994.9,1,0,TRANSIENT_NEARLANE
1268,42.356761,-71.083940,3,0.250,2,258.5,SLCONS,258.5,91.4,2980.7,199.7,2784.7,1,0,UNKNOWN_INCOV
1269,42.360694,-71.088911,3,0.225,2,500.3,BUISGL,500.3,502.7,3384.6,281.6,2948.1,1,0,KEEP_INCOV_UNCHARTED
1270,42.360676,-71.082244,3,0.452,2,27.9,SLCONS,27.9,27.9,2837.7,300.2,2447.6,1,0,SUPPRESS_CHARTED
1271,42.361366,-71.088354,3,0.075,2,454.9,BUISGL,454.9,471.9,3344.0,336.8,2878.6,1,0,KEEP_INCOV_UNCHARTED
1272,42.361491,-71.084859,3,0.226,2,172.4,BUISGL,172.4,219.7,3059.1,386.1,2606.2,1,0,KEEP_INCOV_UNCHARTED
1273,42.360477,-71.083967,3,0.527,1,98.3,SLCONS,98.3,98.3,2977.6,300.9,2584.8,1,0,UNKNOWN_INCOV
1274,42.361373,-71.088532,3,0.126,2,469.6,BUISGL,469.6,486.3,3358.6,341.3,2892.1,1,0,KEEP_INCOV_UNCHARTED
1275,42.354349,-71.083737,3,0.000,3,79.2,SLCONS,79.2,79.2,2998.2,428.1,2801.3,1,0,UNKNOWN_INCOV
1276,42.360800,-71.081637,3,0.115,2,19.8,SLCONS,19.8,19.8,2788.9,276.9,2396.9,1,0,SUPPRESS_CHARTED
1277,42.360139,-71.089089,3,0.100,2,514.4,SLCONS,514.4,514.4,3396.2,236.0,2984.8,1,0,KEEP_INCOV_UNCHARTED
1278,42.359386,-71.083131,3,0.487,2,75.6,SLCONS,75.6,25.1,2904.5,252.5,2578.3,1,0,SUPPRESS_CHARTED
1279,42.355337,-71.083356,3,0.100,2,94.1,SLCONS,94.1,43.5,2950.3,324.9,2766.5,1,0,UNKNOWN_INCOV
1280,42.361397,-71.081936,3,0.021,2,18.1,BUISGL,18.1,90.2,2819.1,345.2,2390.3,1,0,SUPPRESS_CHARTED
1281,42.361919,-71.083519,3,0.032,2,66.3,BUISGL,66.3,176.5,2954.4,462.3,2486.3,1,0,UNKNOWN_INCOV
1282,42.360887,-71.081233,3,0.168,2,15.6,SLCONS,15.6,15.6,2756.5,266.3,2362.8,1,0,SUPPRESS_CHARTED
1283,42.360120,-71.029883,3,0.747,1,71.5,SLCONS,58.9,181.7,58.9,458.0,188.8,1,0,UNKNOWN_INCOV
1284,42.358565,-71.029561,3,0.830,1,56.2,PILPNT,29.5,119.9,29.5,393.2,243.8,1,0,SUPPRESS_CHARTED
1285,42.355138,-71.026628,3,0.602,1,180.9,SLCONS,180.9,200.9,186.0,663.0,122.4,1,1,KEEP_ANCHORAGE
1286,42.355598,-71.027657,3,0.819,1,203.5,SLCONS,190.6,203.5,190.6,565.5,146.9,1,1,KEEP_ANCHORAGE
1287,42.357994,-71.028762,3,0.944,1,46.0,SLCONS,46.0,46.0,63.7,442.1,263.9,1,0,SUPPRESS_CHARTED
1288,42.357789,-71.029648,3,0.623,1,122.3,SLCONS,64.2,122.3,64.2,367.0,317.4,1,1,KEEP_ANCHORAGE
1289,42.358727,-71.029866,3,0.872,1,74.0,PILPNT,58.8,149.7,58.8,376.2,249.0,1,0,UNKNOWN_INCOV
1290,42.358804,-71.029234,3,0.768,1,21.3,PILPNT,21.3,108.1,53.8,427.5,206.2,1,0,SUPPRESS_CHARTED
1291,42.352482,-71.032568,3,0.819,1,195.8,SLCONS,195.8,195.8,238.1,562.4,156.3,1,0,KEEP_INCOV_UNCHARTED
1292,42.358765,-71.030352,3,0.726,1,113.3,PILPNT,92.6,188.6,92.6,341.6,277.8,1,0,UNKNOWN_INCOV
1293,42.358237,-71.026247,3,0.778,1,96.8,BUISGL,96.8,102.6,205.6,650.5,244.5,1,0,UNKNOWN_INCOV
1294,42.364118,-71.033783,3,0.934,1,38.3,BUISGL,38.3,42.0,552.9,653.2,669.8,1,0,SUPPRESS_CHARTED
1295,42.354853,-71.028078,3,0.726,1,288.3,SLCONS,265.6,291.9,265.6,569.9,76.8,1,1,KEEP_ANCHORAGE
1296,42.353142,-71.044182,3,0.829,1,11.6,SLCONS,11.6,11.6,207.5,836.5,442.4,1,0,SUPPRESS_CHARTED
1297,42.355609,-71.044469,3,0.912,1,50.9,OBSTRN,25.0,68.5,25.0,650.1,424.9,1,0,SUPPRESS_CHARTED
1298,42.362614,-71.042440,3,0.778,1,190.7,SLCONS,190.7,190.7,598.2,245.1,480.9,1,0,KEEP_INCOV_UNCHARTED
1299,42.355373,-71.045353,3,0.632,1,26.8,PILPNT,26.8,27.9,100.3,723.5,352.1,1,0,SUPPRESS_CHARTED
1300,42.361650,-71.028062,3,0.623,1,99.3,PONTON,99.3,116.9,170.2,683.3,165.6,1,0,UNKNOWN_INCOV
1301,42.354889,-71.029281,3,0.612,1,343.4,SLCONS,271.6,343.4,271.6,484.4,157.1,1,1,KEEP_ANCHORAGE
1302,42.359340,-71.043293,3,0.808,1,365.3,OBSTRN,365.7,365.7,371.3,407.7,554.7,1,0,KEEP_INCOV_UNCHARTED
1303,42.360267,-71.045943,3,0.695,1,141.6,SLCONS,141.6,141.6,209.7,283.0,317.0,1,0,KEEP_INCOV_UNCHARTED
1304,42.361642,-71.032199,3,0.706,1,26.9,SLCONS,26.9,26.9,275.2,492.3,411.2,1,0,SUPPRESS_CHARTED
1305,42.361824,-71.029005,3,0.861,1,64.5,OBSTRN,89.0,156.9,158.2,644.0,214.6,1,0,UNKNOWN_INCOV
1306,42.355744,-71.046001,3,0.591,1,62.5,PILPNT,62.5,68.3,151.7,743.9,300.3,1,0,UNKNOWN_INCOV
1307,42.362814,-71.028979,3,0.758,1,8.5,SLCONS,41.1,65.1,267.7,732.5,312.0,1,0,SUPPRESS_CHARTED
1308,42.358271,-71.026763,3,0.851,1,81.8,DYKCON,81.8,84.0,174.1,609.1,225.1,1,0,UNKNOWN_INCOV
1309,42.354278,-71.043631,3,0.839,1,10.8,PONTON,10.8,15.0,142.3,708.0,445.0,1,0,SUPPRESS_CHARTED
1310,42.350929,-71.042436,3,0.632,1,10.8,SLCONS,10.8,10.8,344.1,965.0,327.2,1,0,SUPPRESS_CHARTED
1311,42.354390,-71.043336,3,0.756,1,10.4,SLCONS,14.8,31.8,122.6,683.4,430.6,1,0,SUPPRESS_CHARTED
1312,42.356264,-71.046317,3,0.746,1,100.1,OBSTRN,122.2,128.0,192.2,728.6,284.6,1,0,KEEP_INCOV_UNCHARTED
1313,42.362983,-71.042590,3,0.747,1,163.3,SLCONS,163.3,163.3,618.1,225.0,438.2,1,0,KEEP_INCOV_UNCHARTED
1314,42.355300,-71.028381,3,0.581,1,263.8,SLCONS,214.9,263.8,214.9,524.4,132.2,1,1,KEEP_ANCHORAGE
1315,42.365001,-71.040127,3,0.633,1,32.9,SLCONS,32.9,32.9,854.4,461.6,406.0,1,0,SUPPRESS_CHARTED
1316,42.363013,-71.029821,3,0.529,1,1.0,SLCONS,61.2,16.2,292.0,714.5,362.4,1,0,SUPPRESS_CHARTED
1317,42.363853,-71.029333,3,0.830,1,47.8,SLCONS,55.9,47.8,382.1,815.5,430.5,1,0,UNKNOWN_INCOV
1318,42.362535,-71.031959,3,0.820,1,4.7,SLCONS,4.7,4.7,321.9,586.3,443.0,1,0,SUPPRESS_CHARTED
1319,42.353066,-71.030561,3,0.581,1,333.0,SLCONS,333.0,333.0,392.6,563.6,281.2,1,0,KEEP_INCOV_UNCHARTED
1320,42.354231,-71.031740,3,0.808,1,397.8,SLCONS,321.0,397.8,321.0,403.0,235.7,1,0,KEEP_INCOV_UNCHARTED
1321,42.359866,-71.044200,3,0.695,1,283.3,SLCONS,283.3,283.3,311.1,340.5,466.7,1,0,KEEP_INCOV_UNCHARTED
1322,42.362247,-71.029254,3,0.685,1,51.7,SLCONS,67.6,105.9,203.5,668.2,265.3,1,0,UNKNOWN_INCOV
1323,42.361647,-71.029870,3,0.581,1,7.9,SLCONS,66.5,154.3,144.9,584.4,246.9,1,0,UNKNOWN_INCOV
1324,42.362064,-71.029226,3,0.550,1,55.8,SLCONS,77.9,126.1,183.3,653.3,246.9,1,0,UNKNOWN_INCOV
1325,42.359631,-71.028382,3,0.726,1,28.0,SLCONS,28.0,47.7,114.8,529.5,91.1,1,0,SUPPRESS_CHARTED
1326,42.359544,-71.046598,3,0.798,1,102.0,SLCONS,102.0,102.0,117.0,372.6,291.2,1,0,KEEP_INCOV_UNCHARTED
1327,42.363369,-71.028942,3,0.581,1,5.0,SLCONS,5.0,5.0,329.5,785.6,369.2,1,0,SUPPRESS_CHARTED
1328,42.358449,-71.027692,3,0.705,1,20.3,DYKCON,20.3,22.5,139.9,537.8,195.2,1,0,SUPPRESS_CHARTED
1329,42.363877,-71.042638,3,0.674,1,86.4,SLCONS,86.4,86.4,691.1,225.1,345.7,1,0,UNKNOWN_INCOV
1330,42.364323,-71.042384,3,0.570,1,45.8,SLCONS,45.8,45.8,743.2,261.5,313.6,1,0,SUPPRESS_CHARTED
1331,42.365037,-71.039624,3,0.778,1,2.1,SLCONS,2.1,2.1,874.0,501.2,441.5,1,0,SUPPRESS_CHARTED
1332,42.365476,-71.040247,3,0.778,1,47.0,SLCONS,47.0,47.0,804.8,476.3,375.7,1,0,SUPPRESS_CHARTED
1333,42.361419,-71.033209,3,0.737,1,40.0,SLCONS,40.0,40.0,340.8,426.5,481.2,1,0,SUPPRESS_CHARTED
1334,42.359478,-71.028331,3,0.654,1,18.8,SLCONS,18.8,38.5,130.7,525.5,101.2,1,0,SUPPRESS_CHARTED
1335,42.359809,-71.026462,3,0.664,1,70.6,DYKCON,70.6,72.8,241.9,680.6,101.8,1,0,UNKNOWN_INCOV
1336,42.355108,-71.028593,3,0.602,1,291.3,SLCONS,237.2,291.3,237.2,519.1,125.5,1,1,KEEP_ANCHORAGE
1337,42.352901,-71.028878,3,0.549,1,381.0,SLCONS,381.0,381.0,461.0,659.5,185.0,1,0,KEEP_INCOV_UNCHARTED
1338,42.354247,-71.031074,3,0.767,1,425.3,SLCONS,372.6,425.3,372.6,430.4,285.2,1,0,KEEP_INCOV_UNCHARTED
1339,42.359604,-71.046295,3,0.767,1,120.8,SLCONS,120.8,120.8,141.7,360.6,315.2,1,0,KEEP_INCOV_UNCHARTED
1340,42.364340,-71.032939,3,0.654,1,13.2,BUISGL,13.2,115.1,529.4,712.1,636.4,1,0,SUPPRESS_CHARTED
1341,42.361444,-71.033656,3,0.665,1,3.8,SLCONS,3.8,3.8,376.6,408.3,517.4,1,0,SUPPRESS_CHARTED
1342,42.362135,-71.030489,3,0.519,1,33.0,SLCONS,82.4,82.6,215.0,602.4,320.9,1,0,UNKNOWN_INCOV
1343,42.359860,-71.031022,3,0.581,1,35.2,OBSTRN,155.3,206.5,155.3,370.6,284.7,1,0,UNKNOWN_INCOV
1344,42.365389,-71.030399,3,0.519,1,81.9,BUISGL,81.9,185.7,560.4,922.1,621.2,1,0,UNKNOWN_INCOV
1345,42.357374,-71.027955,3,0.705,1,53.4,SLCONS,36.1,53.4,36.1,503.8,315.9,1,0,SUPPRESS_CHARTED
1346,42.351758,-71.033480,3,0.632,1,88.1,SLCONS,88.1,88.1,214.2,630.9,168.8,1,0,UNKNOWN_INCOV
1347,42.362791,-71.043892,3,0.716,1,244.3,SLCONS,244.3,244.3,532.5,124.4,432.7,1,0,KEEP_INCOV_UNCHARTED
1348,42.365019,-71.040487,3,0.560,1,58.3,SLCONS,58.3,58.3,837.1,435.4,378.8,1,0,UNKNOWN_INCOV
1349,42.365256,-71.031150,3,0.509,1,124.8,BUISGL,124.8,184.9,559.4,876.9,633.5,1,0,KEEP_INCOV_UNCHARTED
1350,42.359133,-71.031420,3,0.519,1,74.8,OBSTRN,189.2,247.4,189.2,290.7,336.6,1,0,UNKNOWN_INCOV
1351,42.355751,-71.028007,3,0.570,1,205.1,SLCONS,167.3,205.1,167.3,532.6,167.8,1,1,KEEP_ANCHORAGE
1352,42.364142,-71.042025,3,0.508,1,30.1,SLCONS,30.1,30.1,745.5,281.7,347.0,1,0,SUPPRESS_CHARTED
1353,42.356487,-71.027745,3,0.643,1,125.5,SLCONS,96.7,125.5,96.7,531.1,246.1,1,1,KEEP_ANCHORAGE
1354,42.356421,-71.047192,3,0.642,1,93.8,OBSTRN,128.2,160.1,265.4,722.1,223.1,1,0,UNKNOWN_INCOV
1355,42.363370,-71.043741,3,0.684,1,192.8,SLCONS,192.8,192.8,592.2,127.0,370.8,1,0,KEEP_INCOV_UNCHARTED
1356,42.363727,-71.042996,3,0.664,1,119.9,SLCONS,119.9,119.9,660.0,192.6,349.1,1,0,KEEP_INCOV_UNCHARTED
1357,42.364999,-71.039256,3,0.560,1,19.7,SLCONS,19.7,19.7,895.1,528.0,470.9,1,0,SUPPRESS_CHARTED
1358,42.362109,-71.037762,3,0.706,1,69.0,OBSTRN,85.7,85.7,721.1,316.0,751.6,1,0,UNKNOWN_INCOV
1359,42.357647,-71.027134,3,0.674,1,8.0,DYKCON,8.0,10.1,110.0,571.8,286.6,1,0,SUPPRESS_CHARTED
1360,42.365197,-71.041665,3,0.674,1,33.6,SLCONS,33.6,33.6,773.8,361.0,285.9,1,0,SUPPRESS_CHARTED
1361,42.362147,-71.030799,3,0.509,1,47.2,SLCONS,59.9,59.9,228.9,591.5,341.1,1,0,UNKNOWN_INCOV
1362,42.364074,-71.030459,3,0.550,1,24.5,BUISGL,24.5,44.2,417.8,796.7,490.8,1,0,SUPPRESS_CHARTED
1363,42.359211,-71.025908,3,0.560,1,55.1,BUISGL,55.1,74.7,297.7,701.0,176.2,1,0,UNKNOWN_INCOV
1364,42.363428,-71.044091,3,0.539,1,213.7,SLCONS,213.7,213.7,582.1,98.6,360.4,1,0,KEEP_INCOV_UNCHARTED
1365,42.358120,-71.031628,3,0.623,1,188.0,OBSTRN,185.5,279.2,185.5,216.7,404.7,1,1,KEEP_ANCHORAGE
1366,42.364387,-71.031469,3,0.592,1,48.5,BUISGL,48.5,110.8,476.5,781.2,564.1,1,0,SUPPRESS_CHARTED
1367,42.359159,-71.028615,3,0.560,1,44.7,PILPNT,44.7,58.3,111.7,489.6,143.5,1,0,SUPPRESS_CHARTED
1368,42.357333,-71.029890,3,0.570,1,161.5,SLCONS,118.6,161.5,118.6,344.9,371.0,1,1,KEEP_ANCHORAGE
1369,42.363284,-71.043904,3,0.539,1,209.3,SLCONS,209.3,209.3,576.8,113.9,378.2,1,0,KEEP_INCOV_UNCHARTED
1370,42.357885,-71.032009,3,0.560,1,218.5,OBSTRN,221.0,311.6,221.0,178.6,445.3,1,1,KEEP_ANCHORAGE
1371,42.355732,-71.029558,3,0.539,1,277.9,SLCONS,194.2,277.9,194.2,416.4,230.6,1,1,KEEP_ANCHORAGE
1372,42.365482,-71.041370,3,0.560,1,30.7,SLCONS,30.7,30.7,756.5,399.1,290.7,1,0,SUPPRESS_CHARTED
1373,42.360314,-71.028550,3,0.550,1,78.9,SLCONS,61.8,84.3,61.8,557.6,80.0,1,0,UNKNOWN_INCOV
1374,42.356757,-71.030513,3,0.508,1,239.9,SLCONS,185.4,239.9,185.4,302.5,367.4,1,1,KEEP_ANCHORAGE
1375,42.364864,-71.032008,3,0.550,1,56.6,BUISGL,56.6,171.7,542.6,801.9,632.9,1,0,UNKNOWN_INCOV
1376,42.357630,-71.027959,3,0.529,1,29.9,SLCONS,29.9,29.9,54.5,504.0,287.7,1,0,SUPPRESS_CHARTED
1377,42.356240,-71.028649,3,0.508,1,189.8,SLCONS,113.1,189.8,113.1,465.4,235.9,1,1,KEEP_ANCHORAGE
1378,42.357836,-71.091969,3,0.662,1,789.6,SLCONS,789.6,659.8,3632.5,362.2,3304.7,1,0,KEEP_INCOV_UNCHARTED
1379,42.358126,-71.092936,3,0.803,1,856.9,SLCONS,856.9,580.4,3710.9,439.3,3363.6,1,0,KEEP_INCOV_UNCHARTED
1380,42.361536,-71.087759,3,0.833,1,408.0,BUISGL,408.0,431.3,3296.9,347.8,2826.3,1,0,KEEP_INCOV_UNCHARTED
1381,42.359668,-71.084666,3,0.207,2,156.2,SLCONS,156.2,151.1,3031.3,195.1,2675.7,1,0,KEEP_INCOV_UNCHARTED
1382,42.358047,-71.092326,3,0.740,1,810.8,SLCONS,810.8,630.5,3661.0,389.5,3321.5,1,0,KEEP_INCOV_UNCHARTED
1383,42.354987,-71.091525,3,0.629,1,715.9,SLCONS,715.9,696.3,3620.8,462.8,3419.1,1,0,KEEP_INCOV_UNCHARTED
1384,42.360072,-71.085604,3,0.706,1,228.1,SLCONS,228.1,228.1,3109.8,223.1,2725.6,1,0,KEEP_INCOV_UNCHARTED
1385,42.356672,-71.092508,3,0.598,1,828.5,SLCONS,828.5,615.5,3683.4,434.3,3401.0,1,0,KEEP_INCOV_UNCHARTED
1386,42.357991,-71.092504,3,0.598,1,826.6,SLCONS,826.6,615.9,3675.8,404.5,3337.3,1,0,KEEP_INCOV_UNCHARTED
1387,42.358302,-71.090490,3,0.550,1,658.1,SLCONS,658.1,629.5,3509.6,238.5,3172.6,1,0,KEEP_INCOV_UNCHARTED
1388,42.354478,-71.091098,3,0.535,1,679.5,SLCONS,679.5,679.5,3593.4,479.8,3404.8,1,0,KEEP_INCOV_UNCHARTED
1389,42.354825,-71.083459,3,0.073,2,58.2,SLCONS,58.2,51.9,2966.9,376.2,2776.3,1,0,UNKNOWN_INCOV
